,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
410,410,ewgeSo_WYYE,SONY,ILCE-6000,100.0,,,1/640,1,0.0,0.0,,,2.0,,
411,411,cokIcMulPJA,,,,,,,1,,,,,,,
412,412,nvm0MQU6iEU,,,,,,,0,,,,,,,
414,414,wA-dbT3FJnE,,,,,,,0,,,,,,,
415,415,9D3swqmEFjk,,,,,,,0,,,,,,,
417,417,hcfyt4OHHgY,,,,,,,1,,,,,,,
419,419,F-jesbuPaeg,,,,,,,0,,,,,,,
422,422,oyTN8p5KawA,,,,,,,0,,,,,,,
432,432,GMsu5-mw7Bs,,,,,,,0,,,,,,,
433,433,En7oa07OXTo,SONY,ILCA-68,100.0,0.0,,1/125,0,0.0,0.0,,,1.0,,
439,439,eQ_icBB_jFk,Canon,Canon EOS 70D,,135.0,5.6,,1,,,1.0,1.0,,1.0,2.0
440,440,ZUMtJb6XbhE,,,,,,,1,,,,,,,
447,447,VBBGigIuaDY,,,,,,,0,,,,,,,
457,457,kq5qq5_mEv4,,,,,,,0,,,,,,,
475,475,WKKG5oYx3qA,Canon,EOS 6D,,,,,1,,,,,,,
476,476,hAw0XnvMgns,Sony,,,,,,1,,,,,,,
479,479,bFRkux6F2Pc,,,,,,,0,,,,,,,
483,483,eEnF1u-xupM,,,,,,,0,,,,,,,
484,484,YK8Mvocj6yE,,,,,,,1,,,,,,,
485,485,PBbHhOAYvEM,Apple,iPhone,,,,,0,,,,,,,
490,490,-tXcEuihgzE,,,,,,,1,,,,,,,
495,495,bVwe2yS6Dsk,Canon,Canon EOS 5D Mark III,400.0,,,1/80,1,0.0,0.0,,,1.0,,
498,498,hQTa-4sCanA,Canon,Canon EOS REBEL T5i,100.0,,,1/500,0,0.0,0.0,,,2.0,,
505,505,ex7j-sLCJL8,Canon,Canon EOS 5D Mark III,4000.0,,,30,1,1.0,2.0,,,0.0,,
512,512,IgRQVZq7E3M,,,,,,,0,,,,,,,
522,522,hixInNwUURE,,,,,,,0,,,,,,,
526,526,6Gf1U9KEaZc,,,,,,,1,,,,,,,
533,533,iAGWGrTz8Ds,,,,,,,1,,,,,,,
535,535,L6dbA1JxjKQ,Canon,350d,,,,,1,,,,,,,
541,541,x5MPo4MeIrA,,,,,,,1,,,,,,,
547,547,sdNuc7D1dcU,NIKON CORPORATION,D7100,,,,,0,,,,,,,
551,551,tw6EH_9R1fE,,,,,,,1,,,,,,,
555,555,PVF5lMJ46uQ,,,,,,,1,,,,,,,
558,558,qyGdjuaLDkc,,,,,,,0,,,,,,,
561,561,sLm-g51KSo0,,,,,,,1,,,,,,,
564,564,7OLN3JOPRYI,,,,,,,0,,,,,,,
579,579,bGiEiximqpY,SONY,ILCE-6000,640.0,,,30,1,1.0,1.0,,,0.0,,
590,590,uVo1IJToLRU,,,,,,,0,,,,,,,
593,593,vq_PJkj8K7w,,,,,,,1,,,,,,,
594,594,9EMpkQwelbc,Apple,iPhone,,,,,1,,,,,,,
599,599,Oq4cMZpHNsk,Sony,ILCE-6300,,,5.6,,1,,,1.0,1.0,,,
600,600,oyVwqeEi70o,,,,,,,0,,,,,,,
606,606,6xn0wsneuY8,,,,,,,0,,,,,,,
608,608,4Y_wBtaxlbU,,,,,,,1,,,,,,,
610,610,D3TciOBZhRw,,,,,,,1,,,,,,,
612,612,VivzPEYabew,,,,,,,0,,,,,,,
625,625,0BQF3phvLC8,Canon,eos 5D mark iv,100.0,35.0,1.4,,0,0.0,0.0,0.0,0.0,,0.0,0.0
629,629,Zo2RGmUEoH8,,,,,,,0,,,,,,,
635,635,SGjy7glCQyg,,,,,,,0,,,,,,,
639,639,F2olcCyRQBw,Fujica,STX-1,400.0,55.0,2.2,,0,0.0,0.0,0.0,0.0,,0.0,1.0
643,643,5o6NIQG0l_s,,,,,,,0,,,,,,,
648,648,wIrbHI_NiRY,,,,,,,1,,,,,,,
652,652,dK6RfYdSoWI,,,,,,,0,,,,,,,
654,654,phe3rZuNTl0,,,,,,,0,,,,,,,
660,660,reYDl88Nah0,DJI,Mavic Pro,,,,,1,,,,,,,
663,663,A_6KbwLuVgk,Canon,Canon EOS 5D Mark III,800.0,,,1/160,1,1.0,1.0,,,1.0,,
665,665,7NE9jk3EUKw,NIKON CORPORATION,NIKON D80,,,,,0,,,,,,,
669,669,VFdQVKezaec,,,,,,,0,,,,,,,
672,672,PGeslSkvPQg,,,,,,,1,,,,,,,
674,674,Y0rHRcQFhaU,,,,,,,0,,,,,,,
676,676,V8aqozDhJZM,,,,,,,1,,,,,,,
683,683,U29SYhLxVsg,,,,,,,0,,,,,,,
687,687,1hJK0Iv7Bs0,Fujica,STX-1,400.0,55.0,2.2,,0,0.0,0.0,0.0,0.0,,0.0,1.0
699,699,Hkk_RdYxHO0,sony,Alpha a7Rii,40.0,,28.0,1/3,1,0.0,0.0,1.0,2.0,1.0,,
701,701,Uex2QEEvKhg,,,,,,,0,,,,,,,
707,707,xPc7Osbp3dQ,SONY,ILCE-7M2,3200.0,,,30,0,1.0,2.0,,,0.0,,
709,709,Tw_VQuS3Xio,Nikon,D5500,,,,,0,,,,,,,
717,717,3Eax7IYlEyc,,,,,,,1,,,,,,,
718,718,j_ch0zV7wd8,,,,,,,1,,,,,,,
721,721,0b4sfNTqBLU,Canon,EOS 5D Mark IV,400.0,85.0,11.0,,1,0.0,0.0,1.0,2.0,,0.0,1.0
722,722,tSVYjmyQn5E,Dji,Mavic pro,,,,,1,,,,,,,
725,725,mQM4EK5QZeE,Sony,alpha a5000,,,,,1,,,,,,,
726,726,cXfbr2pP9Ck,SONY,ILCE-7M2,400.0,,,1/5000,0,0.0,0.0,,,2.0,,
734,734,XqY8Ql6ldbY,SONY,ILCE-6000,125.0,,,1/125,1,0.0,0.0,,,1.0,,
761,761,ZmxUiiOIWvw,,,,,,,0,,,,,,,
773,773,mH1pMp0VeVo,Canon,Canon EOS 6D,100.0,,,0.6,0,0.0,0.0,,,0.0,,
774,774,p4xNF5ZPc0c,,,,,,,1,,,,,,,
780,780,zE1yRHnQicA,,,,,,,0,,,,,,,
783,783,m0XjkoEtvG8,,,,,,,0,,,,,,,
803,803,d-LLNKYgecU,,,,,,,1,,,,,,,
815,815,OcmeXPnMqs0,,,,,,,0,,,,,,,
818,818,Y55zLkK2SUs,,,,,,,1,,,,,,,
835,835,TENM5K-MoB4,Sigma,dp0 Quattro,100.0,14.0,11.0,,1,0.0,0.0,1.0,2.0,,0.0,0.0
846,846,I8t2fP01wgo,,,,,,,0,,,,,,,
851,851,tvAHVu1792A,,,,,,,1,,,,,,,
872,872,Fza0q_fRufU,,,,,,,1,,,,,,,
878,878,X0Bf8b-_sWQ,,,,,,,1,,,,,,,
885,885,pC7jzCHMdtg,Canon,Canon EOS 6D Mark II,,35.0,1.4,1/320,0,,,0.0,0.0,2.0,0.0,0.0
886,886,M1lej2F2aE8,,,,,,,1,,,,,,,
889,889,6zumjWR-7xY,,,,,,,1,,,,,,,
916,916,MFM-RhG4Ge0,Nikon,D7200,,,,,1,,,,,,,
972,972,OOWmZlxvw08,Apple,iPhone,,,,,1,,,,,,,
988,988,F-ga6WwcqOQ,SONY,ILCE-7M2,250.0,,,1/6400,0,0.0,0.0,,,2.0,,
995,995,nPJbP8S4CQU,Canon,Canon EOS 80D,,,,,0,,,,,,,
999,999,4Ooi2qZSTsg,Apple,iPhone 6s Plus,,,,,0,,,,,,,
1003,1003,xfngap_DToE,Panasonic,DC-GH5,,,3.2,,0,,,0.0,1.0,,,
1005,1005,z9U2_RaFvBI,,,,,,,1,,,,,,,
1015,1015,Af5SVVxBmPg,ZWO,ASI294MC-Pro,,952.0,7.5,,1,,,1.0,2.0,,1.0,2.0
1026,1026,BwV8eTMN_aI,,,,,,,0,,,,,,,
1027,1027,tQ9oqZWPUn8,,,,,,,0,,,,,,,
1034,1034,34bCU4PRV3o,,,,,,,0,,,,,,,
1036,1036,-UcW-PCS7d4,Sony,A7RIII,,,,,1,,,,,,,
1038,1038,Ty4f_NOFO60,,,,,,,0,,,,,,,
1041,1041,24IRUV5nIYM,,,,,,,0,,,,,,,
1043,1043,eAaoUuAMb7M,,,,,,,0,,,,,,,
1068,1068,sruwnRWm9OY,,,,,,,1,,,,,,,
1074,1074,iQhRYATGEmM,Canon,EOS 40D,,,,,1,,,,,,,
1079,1079,QfLm-2AiJ_M,ZWO,ASI294MC-Pro,,952.0,7.5,,1,,,1.0,2.0,,1.0,2.0
1083,1083,vLCMWwg5TAs,Canon,Canon EOS R,3200.0,,,1/160,1,1.0,2.0,,,1.0,,
1086,1086,vS_5uvXCtWI,,,,,,,1,,,,,,,
1087,1087,Fi0LRQIiC18,,,,,,,0,,,,,,,
1096,1096,--kGuWTwn48,Canon,Canon EOS 5D Mark III,1600.0,,,40,1,1.0,1.0,,,0.0,,
1104,1104,M573j9xFAnc,Panasonic,DMC-G80,200.0,,,1/1000,0,0.0,0.0,,,2.0,,
1105,1105,20lVo5yj2l0,,,,,,,0,,,,,,,
1108,1108,npuKvB2KDBg,Hasselblad,L1D-20c,,10.3,5.0,1/320,0,,,1.0,1.0,2.0,0.0,0.0
1111,1111,2ksPvCaaJ5Y,,,,,,,1,,,,,,,
1125,1125,hX-5D3H49_M,,,,,,,0,,,,,,,
1135,1135,l2_h97Lpxtk,FUJIFILM,X-H1,,,,,0,,,,,,,
1140,1140,ubPpFb5JSfU,SONY,ILCE-6000,100.0,,,1/3200,0,0.0,0.0,,,2.0,,
1142,1142,iLL_Nc0sG4A,,,,,,,1,,,,,,,
1150,1150,XjrglbPoMHo,SONY,ILCE-6500,100.0,0.0,,1/320,0,0.0,0.0,,,2.0,,
1157,1157,AblYIRrGcgI,Canon,EOS 500D,400.0,50.0,,1/3200,1,0.0,0.0,,,2.0,0.0,1.0
1162,1162,DBJ3jsdXeJA,,,,,,,0,,,,,,,
1177,1177,SVFEQ_MOn6Q,Hasselblad,500cm,160.0,,,1/250,0,0.0,0.0,,,1.0,,
1184,1184,UUBlL2QG7T0,,,,,,,0,,,,,,,
1186,1186,VO8HS5UFBXU,,,,,,,0,,,,,,,
1191,1191,DiE0UN2xaJo,,,,,,,1,,,,,,,
1193,1193,IGRnxyv49xw,,,,,,,0,,,,,,,
1202,1202,t9aPgJAKEvc,,,,,,,0,,,,,,,
1205,1205,LeiiI8mBXmE,,,,,,,0,,,,,,,
1207,1207,t6RA2zjvclw,Panasonic,DMC-G7,400.0,,,1/800,0,0.0,0.0,,,2.0,,
1211,1211,7ocKzyxxxqQ,Nikon,D7100,,18.0,1.8,,0,,,0.0,0.0,,0.0,0.0
1212,1212,mX7mSd3EipU,,,,,,,1,,,,,,,
1214,1214,i7OiHRQkJHY,ZWO,ASI294MC-Pro,,952.0,7.5,,1,,,1.0,2.0,,1.0,2.0
1216,1216,zE9JFijyPec,SONY,ILCE-6300,100.0,,,1/400,0,0.0,0.0,,,2.0,,
1217,1217,jynDaAkI0H8,SONY,ILCE-6300,160.0,,,1/160,0,0.0,0.0,,,1.0,,
1229,1229,B-CKuoYQod0,Olympus,MJU Zoom 105,,,,,1,,,,,,,
1231,1231,DNN8mA0gStU,,,,,,,1,,,,,,,
1234,1234,yEauzeZU6xo,,,,,,,1,,,,,,,
1235,1235,mv6SYfwHmxY,NIKON CORPORATION,NIKON D3400,200.0,,,1/500,1,0.0,0.0,,,2.0,,
1237,1237,E-f3YUwD1sI,,,,,,,0,,,,,,,
1245,1245,Yh2zBhsnTjw,Canon,,2500.0,400.0,,1/200,1,1.0,2.0,,,1.0,1.0,2.0
1262,1262,IQ-4W6x_y9o,,,,,,,1,,,,,,,
1267,1267,kxs81x_DFSA,SONY,ILCE-6000,100.0,,,1/1600,0,0.0,0.0,,,2.0,,
1269,1269,Tev75FnobUI,,,,,,,0,,,,,,,
1276,1276,jiUZpRXGssY,Canon,Canon EOS 5D Mark IV,640.0,,,1/400,1,1.0,1.0,,,2.0,,
1280,1280,_9sUb6nRlS0,Canon,EOS 400D,,,,,0,,,,,,,
1292,1292,O3QMRUGcEtc,,,,,,,1,,,,,,,
1295,1295,HgyAof19N2s,Canon,Canon EOS 5D Mark III,100.0,50.0,,1/250,0,0.0,0.0,,,1.0,0.0,1.0
1296,1296,MxKEvp6HTK4,,,,,,,1,,,,,,,
1300,1300,3SmjwAgGHCQ,Apple,iPhone,,,,,0,,,,,,,
1309,1309,XoTCkD0ZIDo,Leica Camera AG,LEICA M (Typ 240),200.0,,4.8,1/4000,0,0.0,0.0,1.0,1.0,2.0,,
1326,1326,gzXhH-RiydU,NORITSU KOKI,EZ Controller,,,,,1,,,,,,,
1342,1342,hxMTWoUC6W4,SONY,ILCE-7RM2,64.0,,,1/1250,0,0.0,0.0,,,2.0,,
1343,1343,nQ0Zre-H3GM,,,,,,,1,,,,,,,
1356,1356,4aphqBYyZsA,,,,,,,1,,,,,,,
1366,1366,7XjqE50Upak,,,,,,,1,,,,,,,
1374,1374,3dFYPaYcHnQ,,,,,,,0,,,,,,,
1379,1379,2vuAvzg0Qsc,NIKON CORPORATION,NIKON D5300,100.0,,,1/30,0,0.0,0.0,,,1.0,,
1386,1386,8FSJjOb1nUc,,,,,,,0,,,,,,,
1388,1388,JEIzmszejPo,,,,,,,1,,,,,,,
1394,1394,Xkr2GQ6UrjA,,,,,,,0,,,,,,,
1401,1401,-9cV7wTi--Y,NORITSU KOKI,EZ Controller,,,,,1,,,,,,,
1411,1411,MnmAUrVKZkM,,,,,,,1,,,,,,,
1418,1418,NvrCEwqQ0Pk,Sony,ILCE-6000,,12.0,2.0,,0,,,0.0,0.0,,0.0,0.0
1419,1419,qqiP8azcnms,,,,,,,0,,,,,,,
1421,1421,Ndc8eFMffrE,Apple,iPhone,,,,,0,,,,,,,
1422,1422,3tHeNvZkdco,,,,,,,1,,,,,,,
1452,1452,xrjPENC-T7g,,,,,,,1,,,,,,,
1456,1456,FOgxRVxjGSs,,,,,,,1,,,,,,,
1467,1467,TJO8EfZgYog,,,,,,,1,,,,,,,
1471,1471,7-oM8eFUkFQ,Canon,Canon EOS 6D Mark II,,,,,0,,,,,,,
1473,1473,TbJg-UB7mGs,Hasselblad,L1D-20c,,10.3,5.6,1/500,0,,,1.0,1.0,2.0,0.0,0.0
1490,1490,YcelXaXYxwY,,,,,,,0,,,,,,,
1496,1496,YRpITTLXxrA,,,,,,,0,,,,,,,
1498,1498,MYCX157AX8w,FUJIFILM,X-T100,400.0,50.0,,1/400,1,0.0,0.0,,,2.0,0.0,1.0
1515,1515,Pkb5_XBteRA,,,,,,,1,,,,,,,
1524,1524,df-BFy8gah0,,,,,,,1,,,,,,,
1527,1527,nLH-8Cpmzaw,,,,,,,1,,,,,,,
1531,1531,zIpuI-EHSug,,,,,,,0,,,,,,,
1535,1535,UhP0GH9mcCw,Phase One,IQ3 100MP,50.0,,,1/60,1,0.0,0.0,,,1.0,,
1548,1548,kEYmW2wNl8I,Canon,Canon EOS 5D Mark III,500.0,100.0,,1/160,1,1.0,1.0,,,1.0,1.0,2.0
1564,1564,7Xo5ZuwhmYA,,,,,,,1,,,,,,,
1572,1572,5HT7p_DVJ3c,,,,,,,1,,,,,,,
1588,1588,hkJPX2nvmIQ,,,,,,,0,,,,,,,
1589,1589,GQh15nPNjVA,,,,,,,0,,,,,,,
1590,1590,KMxkO_CmlK0,,,,,,,0,,,,,,,
1591,1591,a0bQ9HJyoZI,NIKON CORPORATION,NIKON D600,2200.0,0.0,,1/80,0,1.0,2.0,,,1.0,,
1593,1593,o_t4RaYrULw,SONY,NEX-6,100.0,,,1/50,1,0.0,0.0,,,1.0,,
1598,1598,OxczpSUAdZg,,,,,,,1,,,,,,,
1599,1599,w-Ns1bbb51A,,,,,,,1,,,,,,,
1601,1601,-0eINgEiNw4,,,,,,,0,,,,,,,
1602,1602,BXYKqXStTk8,,,,,,,1,,,,,,,
1607,1607,nqLMg7DHLqU,,,,,,,1,,,,,,,
1608,1608,3P0HuDHqY2A,,,,,,,0,,,,,,,
1625,1625,adqJDoALnKU,,,,,,,1,,,,,,,
1641,1641,ANCoz0JMhiQ,,,,,,,1,,,,,,,
1650,1650,Qm4yrKLiawY,,Canon 5d Mark III,,85.0,,,0,,,,,,0.0,1.0
1660,1660,jgm-1R6lDrw,,,,,,,1,,,,,,,
1662,1662,Uypha7ZQLYc,,,,,,,1,,,,,,,
1682,1682,XPd2CXRyMgc,,,,,,,0,,,,,,,
1683,1683,r2I1MneHKZE,,,,,,,1,,,,,,,
1684,1684,SGXIUN4k7_4,,,,,,,0,,,,,,,
1685,1685,pHKF2AIFraU,,,,,,,0,,,,,,,
1687,1687,bQo_9KZ9lqo,,,,,,,0,,,,,,,
1692,1692,25N6S1NG6PA,,,,,,,0,,,,,,,
1693,1693,Knh_5u-ZhJw,,,,,,,0,,,,,,,
1697,1697,IkycrBgyo6w,NIKON CORPORATION,NIKON D750,250.0,,,1/320,0,0.0,0.0,,,2.0,,
1698,1698,r4-Go4AjUL8,,,,,,,0,,,,,,,
1699,1699,qzgDM0Kgox4,,,,,,,1,,,,,,,
1704,1704,ZvLvu1gUcYA,,,,,,,0,,,,,,,
1706,1706,JQqcFma8X3o,,,,,,,1,,,,,,,
1719,1719,9oc6uQmji40,,,,,,,0,,,,,,,
1722,1722,WfCEu02YBYs,,,,,,,0,,,,,,,
1724,1724,eN6FkYAetF8,,,,,,,1,,,,,,,
1728,1728,zpiRxhM7Mhc,Canon,Canon EOS 100D,200.0,0.0,,1/6,1,0.0,0.0,,,1.0,,
1730,1730,HQoVGoS12WI,,,,,,,0,,,,,,,
1733,1733,cw1qmkKFD1E,,,,,,,0,,,,,,,
1737,1737,pFZJ-ko2_Vw,,,,,,,0,,,,,,,
1747,1747,KeCfJr-c8BA,,,,,,,1,,,,,,,
1754,1754,ljwn3qS33t8,SONY,ILCE-7M3,1600.0,,,1/100,0,1.0,1.0,,,1.0,,
1759,1759,tbPXz-9umWI,,,,,,,1,,,,,,,
1762,1762,VoU0wFIACAU,,,,,,,0,,,,,,,
1764,1764,OcyfTC5WeJs,,,,,,,0,,,,,,,
1771,1771,XKRqp9D30yc,,,,,,,1,,,,,,,
1773,1773,-97jc08hg8Y,,,,,,,1,,,,,,,
1779,1779,wxXZ6vSgjBw,,,,,,,0,,,,,,,
1786,1786,goUAv1vwwZs,,,,,,,0,,,,,,,
1798,1798,MDCBUBmleUU,,,,,,,0,,,,,,,
1803,1803,Z0za2Xh5ki4,SONY,SLT-A77V,320.0,,,1/250,0,0.0,0.0,,,1.0,,
1810,1810,YhxzT-cSEWc,,,,,,,1,,,,,,,
1812,1812,MxLH_vnwvW8,,,,,,,0,,,,,,,
1821,1821,alUretUHLPs,,,,,,,0,,,,,,,
1823,1823,mAAG3tiLbvY,Canon,Canon EOS 6D Mark II,,,,,0,,,,,,,
1826,1826,yVCBr4ZuOnI,,,,,,,0,,,,,,,
1845,1845,Aqwz4ylfVds,,,,,,,1,,,,,,,
1847,1847,3IqWy4vpwCc,,,,,,,1,,,,,,,
1851,1851,V0CKTSLHmKU,,,,,,,1,,,,,,,
1857,1857,orslXe6SYb4,,,,,,,1,,,,,,,
1889,1889,fOfQEcyWkUU,Canon,Canon EOS 200D,100.0,,,1/200,1,0.0,0.0,,,1.0,,
1902,1902,peF_cwPVing,,,,,,,1,,,,,,,
1905,1905,DTyPTrGrRo0,,,,,,,0,,,,,,,
1922,1922,USeSKEyVaQk,,,,,,,0,,,,,,,
1926,1926,ums6YQRk1AI,,,,,,,0,,,,,,,
1930,1930,ejAz1xfCyNM,,,,,,,0,,,,,,,
1942,1942,os5aDCMhuWE,,,,,,,0,,,,,,,
1943,1943,fJ12d8l7CcM,,,,,,,0,,,,,,,
1945,1945,3MJ4rvfmu1k,,,,,,,0,,,,,,,
1949,1949,_LPEv2mZNbI,,,,,,,0,,,,,,,
1955,1955,FYgnwFMZBM0,,,,,,,0,,,,,,,
1957,1957,Zpy0FToMJnk,FUJIFILM,X-A3,4000.0,35.0,,1/800,1,1.0,2.0,,,2.0,0.0,0.0
1962,1962,tj9r4rC2E4Y,,,,,,,0,,,,,,,
1977,1977,MwWsAfTIXJk,,,,,,,1,,,,,,,
1992,1992,yG9vP1Ntn_w,,,,,,,0,,,,,,,
1995,1995,mdl6MW0BbYQ,,,,,,,0,,,,,,,
1997,1997,3kWZ-gVZAG0,SONY,ILCE-7RM2,125.0,,,1/1250,1,0.0,0.0,,,2.0,,
1998,1998,6FHSrNSk2Ws,,,,,,,0,,,,,,,
1999,1999,UYP9-IXnNtU,Canon,,2000.0,,5.6,1/250,1,1.0,2.0,1.0,1.0,1.0,,
2003,2003,EQu9ujfEMRA,Canon,Canon EOS R,100.0,,,1/200,0,0.0,0.0,,,1.0,,
2007,2007,MsWZ18ySzco,,,,,,,0,,,,,,,
2009,2009,aGCmT_M_Djs,,,,,,,0,,,,,,,
2025,2025,LwWPNOCiK-g,,,,,,,0,,,,,,,
2032,2032,wi3HrORQ4Ds,,,,,,,1,,,,,,,
2038,2038,mxx-lVuVdFM,,,,,,,1,,,,,,,
2042,2042,pW78W50iFDA,,,,,,,0,,,,,,,
2043,2043,DvpwXNORDEw,,,,,,,0,,,,,,,
